Frequency,Absorbance
5.837,3.50515
5.83693,3.46925
5.84389,4.64223
5.84221,4.60233
5.84718,3.79244
5.84711,3.75653
5.84705,3.72063
5.84698,3.68472
5.84692,3.64881
5.84685,3.61291
5.8462,3.25383
5.84613,3.21792
5.84607,3.18202
5.846,3.14611
5.84594,3.1102
5.84587,3.0743
5.84581,3.03839
5.84574,3.00248
5.84568,2.96657
5.84561,2.93067
5.84555,2.89476
5.84548,2.85885
5.85318,4.43879
5.85311,4.40288
5.85305,4.36697
5.85298,4.33107
5.85292,4.29516
5.85285,4.25925
5.85279,4.22335
5.85272,4.18744
5.85266,4.15153
5.85259,4.11562
5.85253,4.07972
5.85246,4.04381
5.85722,4.00792
5.85716,3.97201
5.85709,3.9361
5.85703,3.90019
5.85696,3.86429
5.8569,3.82838
5.85618,3.4334
5.85612,3.39749
5.85605,3.36158
5.85598,3.32568
5.85592,3.28977
5.85507,2.82297
5.85741,2.78109
5.85879,4.86969
5.85874,4.83977
5.86852,3.58006
5.86602,3.53716
5.86596,3.50125
5.86589,3.46535
5.87773,4.66628
5.87284,4.63035
5.87278,4.60043
5.87808,3.79733
5.87606,3.74865
5.876,3.71274
5.87593,3.67683
5.87587,3.64092
5.87581,3.60701
5.8771,3.25872
5.87509,3.21004
5.87502,3.17413
5.87495,3.13822
5.87489,3.10231
5.87482,3.06641
5.87476,3.0305
5.87469,2.99459
5.87463,2.95868
5.87456,2.92278
5.8745,2.88687
5.87443,2.85096
5.88656,4.21148
5.88649,4.17557
5.88643,4.13967
5.88636,4.10376
5.8863,4.06785
5.88623,4.03194
5.88617,3.99604
5.8861,3.96013
5.88604,3.92422
5.88597,3.88831
5.88591,3.85241
5.88512,3.42152
5.88506,3.38561
5.88499,3.3497
5.88493,3.3138
5.88642,2.80512
5.87912,2.77517
5.89745,3.56219
5.89496,3.52129
5.8949,3.48538
5.89483,3.44948
5.90671,4.67435
5.90708,3.81178
5.90506,3.76469
5.90499,3.72879
5.90493,3.69288
5.90486,3.65697
5.9048,3.62106
5.90474,3.58915
5.9061,3.27317
5.90408,3.22608
5.90402,3.19018
5.90395,3.15427
5.90388,3.11836
5.90382,3.08245
5.90375,3.04655
5.90369,3.01064
5.90362,2.97473
5.90356,2.93882
5.90349,2.90292
5.90343,2.86701
5.90337,2.8331
5.91693,4.98158
5.91686,4.94568
5.9168,4.90977
5.91673,4.87386
5.91425,4.83695
5.91594,4.43898
5.91587,4.40308
5.91581,4.36717
5.91574,4.33126
5.91568,4.29535
5.91561,4.25945
5.91555,4.22354
5.91548,4.18763
5.91542,4.15172
5.91535,4.11582
5.91529,4.07991
5.91522,4.044
5.91516,4.0081
5.91509,3.97219
5.91503,3.93628
5.91496,3.90037
5.9149,3.86447
5.91405,3.39767
5.91398,3.36176
5.91392,3.32586
5.92594,4.63052
