Frequency,Absorbance
3.37101,0.27043
3.3837,0.24764
3.39131,0.28719
3.41415,0.2539
3.43191,0.28714
3.44459,0.25566
3.43698,0.23679
3.46235,0.27272
3.46235,0.26194
3.50549,0.28346
3.49787,0.26909
3.53086,0.28164
3.54354,0.26784
3.56384,0.28519
3.58668,0.30674
3.57399,0.269
3.59683,0.3337
3.59767,0.29055
3.60697,0.35886
3.60444,0.26537
3.62271,0.32145
3.62981,0.35164
3.63742,0.2968
3.65518,0.31805
3.66533,0.29647
3.68563,0.31742
3.7181,0.31702
3.74652,0.32334
3.77697,0.34189
3.77697,0.32511
3.80945,0.33993
3.79727,0.32628
3.82771,0.3676
3.82771,0.34063
3.85004,0.38807
3.85816,0.4251
3.86154,0.37056
3.87846,0.43767
3.88049,0.4017
3.89114,0.36933
3.88861,0.34416
3.90129,0.33066
3.89876,0.42326
3.89876,0.40168
3.91905,0.3633
3.9292,0.34411
3.95965,0.35127
3.99213,0.37281
3.9901,0.34884
4.02257,0.38141
4.01039,0.36919
4.05099,0.37994
4.08347,0.39356
4.07129,0.37632
4.11391,0.40144
4.14233,0.40381
4.17481,0.41432
4.16263,0.39779
4.20576,0.42201
4.19646,0.39655
4.23164,0.42864
4.26412,0.43723
4.29456,0.43959
4.32501,0.45154
4.35546,0.4635
4.38844,0.46586
4.41838,0.47949
4.4062,0.46224
4.4468,0.48737
4.47521,0.48877
4.49754,0.47772
4.51023,0.49898
4.54017,0.51315
4.52799,0.49806
4.57112,0.52229
4.56858,0.49922
4.60106,0.52747
4.58888,0.51238
4.59903,0.49439
4.63151,0.5375
4.61933,0.49436
4.65789,0.55042
4.68834,0.56045
4.72082,0.56557
4.75329,0.58914
4.74111,0.56974
4.78171,0.59774
4.79186,0.57328
4.81419,0.60777
4.80201,0.59125
4.84463,0.63219
4.83245,0.60919
4.87508,0.65445
4.8629,0.63433
4.9035,0.67264
4.93597,0.70832
4.92718,0.6822
4.95627,0.75289
4.94917,0.72773
4.96439,0.79064
4.97657,0.82479
4.98469,0.87332
4.98469,0.85354
4.97792,0.76605
4.99687,0.94702
4.99484,0.91826
4.99484,0.89668
4.98469,0.79601
5.00702,1.05058
4.99991,1.02254
